title,text
Highlights: The Trump presidency on April 21 at 6:12 p.m. EDT/2212 GMT,"(Reuters) - Highlights for U.S. President Donald Trump’s administration on Friday: Trump promises a big announcement about tax reform next week and orders an administration review of Obama-era tax rules written to discourage U.S. companies from relocating overseas to cut their tax bills. Trump tells the Treasury Department to examine two powers given to regulators to police large financial companies following the 2008 financial crisis. South Korea says it is on heightened alert ahead of another important anniversary in North Korea, with a large concentration of military hardware amassed on both sides of the border amid concerns about a new nuclear test by Pyongyang. Trump, striving to make good on a top campaign promise, is pushing fellow Republicans who control Congress to pass revamped healthcare legislation but the same intraparty squabbling that torpedoed it last month could do it again. Defense Secretary Jim Mattis says Syria has dispersed its warplanes in recent days and that it retains chemical weapons, an issue he says will have to be taken up diplomatically. The Department of Justice threatens to cut off funding to California as well as eight cities and counties across the United States, escalating a Trump administration crackdown on so-called “sanctuary cities” that do not cooperate with federal immigration authorities. The United States will not make an exception for American companies, including oil major Exxon Mobil Corp, seeking to drill in areas prohibited by U.S. sanctions on Russia, Treasury Secretary Steven Mnuchin says.  Trump and his fellow Republicans who control Congress face their first major budget test next week, with the threat of a government shutdown potentially hinging on his proposed Mexican border wall as well as Obamacare funding. The House of Representatives Intelligence Committee says it has invited FBI, National Security Agency and Obama administration officials to testify as it restarts its investigation into alleged Russian meddling in the 2016 U.S. election. U.N. Secretary-General Antonio Guterres meets with Trump at the White House for the first time since both took office earlier this year and amid a U.S. push to cut funding to the world body and its agencies. The United States has offered to help fund Mexico’s efforts to eradicate opium poppies, a U.S. official says, as Mexican heroin output increased again last year. "
Michigan governor expects no charges over Flint crisis: newspaper,"(Reuters) - Michigan Governor Rick Snyder said he had “no reason to be concerned” he would be charged in connection with the Flint drinking water crisis that exposed city residents to high levels of lead, the Detroit Free Press reported on Thursday.   Snyder made the comments to the newspaper on Wednesday, the day after two Flint emergency managers appointed by the governor were indicted on felony charges of conspiring to violate safety rules. “I have no reason to be concerned,” Snyder was quoted as saying, while acknowledging he could not speak on behalf of state Attorney General Bill Schuette. Both Snyder and Schuette are Republicans. Snyder told the paper much of the $3.5 million in taxes he is using for his criminal defense was being spent to find and prepare records requested by Schuette and the U.S. Attorney’s Office, which is also investigating the water scandal. Schuette has filed 43 criminal charges against 13 current and former state and local officials, including the emergency managers this week. Snyder’s office did not immediately respond to requests for comment on the interview. Flint has been at the center of a public health crisis since last year, when tests found high amounts of lead in blood samples taken from children in the poor, predominantly black city of about 100,000 residents. Critics have called for charges to be brought against the governor, who has been in office since 2011, as well as other high-ranking state officials. Snyder has said he believes he did nothing criminally wrong. Asked at a news conference on Tuesday whether the investigation would lead to charges against senior state officials, Schuette said no one was excluded from the probe.  Flint’s water contamination was linked to a switch of its source to the Flint River from Lake Huron in April 2014, a change made in an attempt to cut costs, while the city was under state-run emergency management.  "
France sees U.S. strike on Syria as tool to push for peace talks: Hollande,"PARIS (Reuters) - France and the rest of Europe must use last week’s U.S. missile strike on Syria as a tool to revive peace negotiations between warring parties, French President Francois Hollande said in a newspaper interview published on Wednesday. In the interview with Le Monde, Hollande said intelligence suggested that the nerve gas attack which prompted the U.S. missile strike was tactical in nature and launched from an aircraft. Major western powers and their Middle Eastern allies blame Syrian President Bashar al-Assad for the attack and have been pushing this week to try to isolate him over the attack on a rebel-held town last week that killed 87 people including 31 children. Pressure is also building on Russian President Vladimir Putin to break ties with Assad.   "
Clinton expands lead over Trump to 13 points: Reuters/Ipsos poll,"NEW YORK (Reuters) - Democratic presidential candidate Hillary Clinton widened her lead over likely Republican nominee Donald Trump to 13 percentage points in a Reuters/Ipsos opinion poll released on Tuesday. The July 1-5 poll included responses gathered mostly over the holiday weekend, before the Federal Bureau of Investigation recommended on Tuesday that no criminal charges be filed against Clinton over her use of private email servers and what it called her “extremely careless” handling of classified information while she was U.S. secretary of state. The presumptive Democratic nominee led Trump, a New York businessman, by 9 percentage points in a previous Reuters/Ipsos poll that ran from June 27 to July 1. Tuesday’s poll showed that 46 percent of likely voters supported Clinton, while 33 percent backed Trump. Twenty-two percent said they would not support either candidate for the  Nov. 8 election.  Throughout the campaign, Clinton has been dogged by her use of a personal email server during her years as the nation’s top diplomat. Over the past several months, she has handed over thousands of pages of emails to investigators and responded to a number of government inquiries.  Clinton has repeatedly said she never sent or received classified documents on her private servers, yet the public appears distrustful of her, according to Reuters/Ipsos polling. In early May, 63 percent of Americans, including 36 percent of Democrats, said they did not believe Clinton was “honest and truthful.” But Clinton has led Trump most of the year among likely voters. Since mid-May, she has maintained a relatively consistent level of support among likely voters, while Trump’s popularity has eroded as his campaign wrestled with a variety of issues.  Republican leaders distanced themselves from Trump after he suggested a federal judge was biased because of his Hispanic heritage and after he doubled down on a pledge to block Muslims from entering the country. On Tuesday, U.S. House of Representatives Speaker Paul Ryan criticized a tweet posted by Trump over the weekend that many deemed to be anti-Semitic. Trump’s level of support among likely voters was about 10 points below what 2012 Republican nominee Mitt Romney received in early July 2012. Among Clinton’s supporters, nearly half said they were backing her because “I don’t want Donald Trump to win.” A further 39 percent said they “agree with her positions,” and about 13 percent said they “like her personally.”  The online national poll of 1,441 American adults had a credibility interval, a measure of accuracy, of 3 percentage points. "
Ryan opposes Trump working with Democrats on healthcare,"WASHINGTON (Reuters) - U.S. House of Representatives Speaker Paul Ryan, the top Republican in Congress, said he does not want President Donald Trump to work with Democrats on new legislation for revamping the country’s health insurance system, commonly called Obamacare. In an interview with “CBS This Morning” that will air on Thursday, Ryan said he fears the Republican Party, which failed last week to come together and agree on a healthcare overhaul, is pushing the president to the other side of the aisle so he can make good on campaign promises to redo Obamacare. “I don’t want that to happen,” Ryan said, referring to Trump’s offer to work with Democrats. Carrying out those reforms with Democrats is “hardly a conservative thing,” Ryan said, according to interview excerpts released on Wednesday. “I don’t want government running health care. The government shouldn’t tell you what you must do with your life, with your healthcare,” he said. On Tuesday, Trump told senators attending a White House reception that he expected lawmakers to reach a deal “very quickly” on healthcare, but he did not offer specifics. “I think it’s going to happen because we’ve all been promising - Democrat, Republican - we’ve all been promising that to the American people,” he said. Trump said after the failure of the Republican plan last week that Democrats, none of whom supported the bill, would be willing to negotiate new healthcare legislation because Obamacare is destined to “explode.” "
South Africa's Ramaphosa steps up criticism ahead of ANC leadership vote,"JOHANNESBURG (Reuters) - South African Deputy President Cyril Ramaphosa, a leading contender to become head of the ruling ANC in December, stepped up his criticism of the government on Sunday, saying state-owned companies had been  captured  and funds looted from them. Ramaphosa s remarks during a speech to an African National Congress meeting in the old diamond-mining town of Kimberley  were tougher than others he has made on government graft, signaling the issue will be a main theme of his campaign.  He also took aim   without naming them - at the wealthy Gupta family, friends of President Jacob Zuma who have been accused of using undue influence to win lucrative state contracts. Zuma and the Guptas have denied any wrongdoing.  Many of these state-owned enterprises have been captured by certain people, by a certain family,  Ramaphosa said.   All of our state-owned enterprises have been captured and we are saying we want to see an end to state capture and the money that has been stolen, we want it back,  he said, to roars of approval from the audience.  South Africa s top prosecutor said on Wednesday police were examining a trove of leaked documents detailing relations between the Guptas and Zuma, but it was too early to say if a prosecution should be launched. Ramaphosa said in May that South Africa was in danger of becoming a  mafia state  and he took a swipe in July at the Guptas over media reports that state funds were diverted in 2013 to pay for a lavish Gupta family wedding. But Sunday s remarks about a  certain family  were more pointed and come as the race heats up for the ANC s top spot. The next head of the party, who will be selected in December, will be its presidential candidate in 2019 national elections. Ramaphosa s main challenger, veteran politician and Zuma s ex-wife Nkosazana Dlamini-Zuma, will next week be sworn in as a member of parliament, a move which could see the former minister brought back into the cabinet, raising her profile. Analysts say she has the backing of Zuma s well-established patronage network as well as organizations such as the party s Women s League. Ramaphosa is a trade unionist-turned-business tycoon who has the backing of a diverse group of unions, communists and investors who do not always see eye to eye but want to rid the ANC of Zuma s influence and legacy.  The opposition has long accused Zuma of sleaze and influence-peddling while in office. He survived a no-confidence vote in parliament on Aug. 8 but 30 ANC lawmakers voted with the opposition, indicating deep divisions in the party that has dominated South African politics since the end of apartheid in 1994. "
Border without doctors? South Koreans urge more funding for trauma care after defector drama,"SEOUL (Reuters) - A defector s treatment for critical injuries suffered during a dramatic dash from North Korea has highlighted a shortage of South Korean trauma doctors and again underscored Seoul s lack of preparedness in the event of hostilities with Pyongyang. The defector, identified only by his family name of Oh, was shot at least four times by his former comrades during his daring escape into South Korea last week. American military helicopters flew the wounded soldier not to one of the many hospitals in Seoul, closer to the border, but to the Ajou University trauma center an hour south of the capital. The center, and its lead surgeon John Cook-Jong Lee, have been thrust into the spotlight amid a push for more trauma facilities and specialist doctors in a country still technically at war and where preventable trauma death rates are already amongst the highest in the OECD.      An official at South Korea s Ministry of Health said more than 30 percent of people who suffered fatal trauma injuries last year could have survived if they had access to proper, timely treatment. That s far higher than the 10 to 15 percent in places such as the United States and Japan.  Although 133 surgeons are currently entitled to perform trauma surgery, I highly doubt that all of them can actually perform,  said Park Chan-yong, general affairs manager of the Korean Society of Traumatology.  Many of them just gained the rights, but never had practiced this kind of surgery.  By Friday, attention sparked by the defector s case had prompted nearly 200,000 South Koreans to join a petition asking the presidential Blue House to boost funding for Lee s trauma center, one of just nine in the country. During increased tensions this year with heavily armed North Korea, Seoul has faced criticism over a lack of preparation for major emergencies, with many bomb shelters, for example, laying forgotten and unstocked with food or water.  The government has launched programs to raise awareness, but public emergency drills often fail to attract much response. Despite the apparent need for specialists, Lee said he has faced  ignorance,  including from some doctors who complained he was showing off with new techniques, since returning from training in the United States in 2003.  I had to explain whenever I met new doctors here, what a trauma surgeon was. Every day,  he said.  Often, trauma medicine is not seen as attractive or lucrative as other fields, said Park.  Residents and medical students avoid coming to traumatology, because there is no hope and no dream.   The South Korean government says it recognizes the problem, and in 2014 set a goal of lowering its rate of preventable trauma fatalities to levels closer to those of other OECD countries by 2020. But with a shortage of funding, only half of a planned 17 regional trauma centers have been built so far, a health ministry official said. Germany, for example, has less than twice the population of South Korea, but 10 times as many operational trauma centers. South Korea s strict gun control laws also mean there are far fewer gunshot wounds like those suffered by the defector.  Between January 2012 and August 2017, 31 people were killed and 51 wounded by guns, according to the police. In comparison, in the United States, where Lee trained, more than 33,000 people die from gunshot wounds every year, according to annual averages of government data. However, the kinds of industrial accidents and car crashes commonly seen in South Korea can cause equally bad injuries, Lee said.  In South Korea, roughly speaking, more than 90 percent of trauma victims are brought to the hospital in less than an hour,  Lee said.  However, frequently, they are put in emergency rooms for a while, sometime for hours, to get proper care.  Lee has made a name for himself and the Ajou trauma center, in part by cultivating a close relationship with the American and South Korean militaries, making it an obvious choice for the defector s treatment. Lee said his fascination with the American medical evacuation crews and the techniques he learned in the United States have led him to push for a series of new additions at the trauma center, including a recently completed roof-top helipad with flashing neon messages in English for American pilots.  U.S. military air crews, however, have yet to obtain Pentagon permission to use the new helipad, Lee said. The arrival of the North Korean defector has brought Lee a new round of criticism for appearing to seek attention,  including from one lawmaker, a charge he says is unfounded. But it has also highlighted the need for more funding for his center and more trauma facilities in South Korea.  To those who get only 10, 20 minutes of sleep while working to save emergency room patients, to those who only get to go home once a week or not even that   we should not be criticizing them but rather, discuss how to resolve problems within the system,  the petition submitted to the Blue House said. "
"Bus drives into pedestrian underpass in Moscow, kills four: agencies","MOSCOW (Reuters) - A passenger bus swerved off course and drove into a busy pedestrian underpass in Moscow on Monday, killing at least four people, Russian news agencies reported. Video from the scene posted on social media showed a bus veering off the road and plunging down the steps of a pedestrian underpass, crushing several people beneath its wheels. The driver of the bus had been detained by police, agencies said, after he lost control of the vehicle. The incident occurred on one of the Russian capital s busiest roads near the Slavyansky Boulevard metro station. Monday was an ordinary working day in Russia where Orthodox Christmas will be celebrated on Jan. 7.  An unnamed emergency services source told the TASS news agency that the number of fatalities had risen to five people. There were also unconfirmed reports that some 15 people had been injured. The Interfax news agency said investigators were looking into whether the incident had occurred as a result of a technical fault with the bus. Ten ambulances, fire service personnel, and three medivac helicopters were on the scene, agencies reported. "
Trump and Putin see eye to eye on many foreign policy aims: Foreign Minister,"MOSCOW (Reuters) - U.S. President Donald Trump and Russian President Vladimir Putin see eye to eye when it comes to many foreign policy goals,  Russian Foreign Minister Sergei Lavrov said on Monday. Lavrov was speaking at a news conference with his Hungarian counterpart Peter Szijjarto. "
Trump wants ex-Goldman partner Mnuchin to run U.S. Treasury: Fox Business,"WASHINGTON (Reuters) - Republican Donald Trump wants his campaign finance chairman, Steven Mnuchin, to be his Treasury secretary if he wins next week’s U.S. presidential election, Fox Business Network reported on Thursday, citing sources. Mnuchin, a former partner at Goldman Sachs Group Inc who also founded and runs the hedge fund company Dune Capital Management LP, joined Trump’s campaign in May as his chief fundraiser. Fox Business Network, citing unnamed sources from inside the Trump campaign, said the New York businessman has told his team he wants Mnuchin to lead the U.S. Treasury Department if he wins the Nov. 8 election.  Representatives for the Trump campaign did not immediately respond to a request for comment. Trump largely funded his own campaign during the primary contest for Republican presidential nomination but moved to join with the Republican National Committee to jointly fundraise his general election campaign against Democrat Hillary Clinton. He has still contributed millions of his own funds.   Trump has faced a significant fundraising deficit compared with his Democratic rival Hillary Clinton. Trump raised a total of $255 million, including about $56 million of his own money, compared to Clinton’s $513 million for the entire election cycle through Oct. 19. Last week, Trump pledge to donate an additional $10 million of his own personal funds. Mnuchin previously spent 17 years at Goldman Sachs and has helped finance numerous Hollywood movies, according to Bloomberg. He also previously worked for Soros Fund Management LLC, a hedge fund firm led by George Soros, a Clinton backer. Over the years, Mnuchin has donated thousands to Republicans as well as Democrats, according to federal campaign finance records, including to Clinton’s 2008 presidential campaign and her earlier Senate races.   Mnuchin, a graduate of Yale University who serves on several boards, resigned last year from the board of CIT Group Inc. "
Obama defends record on terrorism in national security speech,"TAMPA, Fla. (Reuters) - President Barack Obama on Tuesday warned that the United States would not be able to wipe out terrorism with military might as he offered a sweeping defense of his administration’s national security record. In his final major speech on counterterrorism as president, Obama argued that his administration had been able to make al Qaeda “a shadow of its former self” and had put Islamic State on its heels, but said terrorism would remain a threat to the United States. “Rather than offer false promises that we can eliminate terrorism by dropping more bombs or deploying more and more troops or fencing ourselves off from the rest of the world, we have to take a long view of the terrorist threat and we have to pursue a smart strategy that can be sustained,” Obama said during a speech at MacDill Air Force Base in Tampa, Florida. Obama will turn over the White House on Jan. 20 to Republican President-elect Donald Trump who has been sharply critical of his administration’s approach to fighting terrorism.  Trump referred to Obama and Democratic presidential nominee Hillary Clinton as the “co-founders” of Islamic State during the presidential campaign, blaming them for the initial spread of the militant group. The White House said Obama’s national security speech had been planned long before the Nov. 8 election and was not aimed specifically at the incoming Trump administration. But during his speech, Obama spoke of the importance of adhering to American laws and values and against reinstating the use of waterboarding or imposing a religious test on immigrants, two positions that Trump has supported in the past. “The whole objective of these terrorists is to scare us into changing who we are and our democracy,” Obama said. Obama signed an executive order after taking office in January 2009 that banned waterboarding and other “enhanced interrogation techniques” or EITs. Such executive orders can be rescinded by a president’s successors. Many lawmakers and human rights groups have denounced waterboarding, an interrogation technique that simulates drowning, as torture. While Trump is now calling for “extreme vetting” of certain refugees admitted to the United States, during the campaign he proposed banning foreign-born Muslims from entering the country. Obama came into office planning to unwind U.S. wars in Iraq and Afghanistan and promising to focus on fighting militant groups that threatened the United States wherever they were. Instead, he has been forced to return some U.S. troops to Iraq and keep thousands in place in Afghanistan after more than 14-1/2 years of war. Obama said his administration’s approach of providing support to local partners and not undertaking massive ground invasions has been effective and is making progress in the fight to take Mosul in Iraq from Islamic State. Some counterterrorism experts have pointed to the rise of Islamic State as an example of Obama being too slow to respond to an emerging threat.  While the United States has been successful in killing some key militant leaders, Obama’s “legacy has been tarnished by the way terrorist groups have regenerated and strengthened in the latter parts of his presidency,” said Robin Simcox, a fellow at the Heritage Foundation. "
California poised to shut out Republicans from U.S. Senate race,"SACRAMENTO, Calif. (Reuters) - California voters on Tuesday were poised to choose two Democrats to face off against each other in the race to succeed Barbara Boxer in the U.S. Senate, shutting out Republicans in a sign of diminished support in America’s most populous state. State Attorney General Kamala Harris and U.S. Representative Loretta Sanchez will meet in what would be the state’s first single-party Senate election under a 2010 California law advancing the top two primary vote-getters to the general election, regardless of party affiliation. With 16 percent of precincts reporting in early returns on Tuesday, Harris, 51, led the crowded field of 34 candidates with 40 percent of the vote. None of the Republican contenders came close to Sanchez, 56, who was firmly in second place with 16  percent of the vote. Boxer, 75, a Democrat, is retiring after 24 years in the Senate. Republicans hold no statewide offices in California and represent about 27 percent of registered voters. The state, home to former Republican Presidents Richard Nixon and Ronald Reagan, last elected a Republican to the U.S. Senate in 1988. On Tuesday, former California Republican Party chairman Duf Sundheim was in third place with 10 percent in early returns, followed by fellow Republican Phil Wyman with 6 percent.       Harris is the daughter of two college professors. Of African-American and Indian descent, she was raised amid civil rights activism in Berkeley and Oakland, eventually becoming a prosecutor in San Francisco. She was elected attorney general in 2010 and 2014. For the primary, Harris ran a tightly controlled campaign, touting her role negotiating a settlement with big banks over the mortgage meltdown and using her position as the state’s top prosecutor to fight human trafficking, cyber crime and other issues. Sanchez, who represents Orange County near Los Angeles, has served in Congress since 1997. Her win in the once staunchly Republican county was an early sign of California’s demographic shift, as the state became more ethnically diverse and far more Democratic. Such a matchup could easily go negative, experts said, straining relationships within a party that are already bruised by the tense competition between former Secretary of State Hillary Clinton and U.S. Senator Bernie Sanders for the Democratic presidential nomination for the Nov. 8 election. Clinton and Sanders also face off in California on Tuesday. “The fact that they’re both in the same party doesn’t mean they’re going to treat each other with kid gloves,” political analyst Sherry Bebitch Jeffe said of Harris and Sanchez. “When ideological and policy differences aren’t as great, it’s only natural for the candidates to focus on personal issues,” said Dan Schnur, who heads the Unruh Institute of Politics at the University of Southern California. Sanchez, seeking to become the state’s first Latina U.S. senator, has raised less money than Harris and trails her by about 8 percentage points in polls. But factors including a recent surge in voter registration among Latinos will make her a strong competitor in the general election, analysts said. She has positioned herself more to the political center than her opponent. With support from Latinos, independents and Republicans, Sanchez could win in November despite Harris’ advantages, Schnur said. “We’re prepared for any turn in the race,” said Harris spokesman Nathan Click. A Sanchez campaign spokesman did not respond to a request for comment. "
"Stung by reputation, Taiwan looks to turn corner on money laundering","TAIPEI (Reuters) - After Taiwan s state-run Mega Financial Holding Co was fined $180 million by U.S. authorities for lax enforcement of anti-money-laundering rules at its New York branch, the bank started a rigorous training program for its staff. Now, like Mega Financial, companies across Taiwan are working to get staff and systems up to speed after the island passed laws to meet international standards on combating money laundering and was taken off a watchlist by the Asia Pacific Group on Money Laundering (APG).  Unfortunately, Taiwan has earned a name for itself as a paradise for money laundering,  Deputy Justice Minister Tsai Pi-chung told Reuters. Money laundering and cybercrime connections to Taiwan, which is also in the process of pushing through a cyber security bill, have grabbed global headlines. U.S. authorities fined Mega Financial $180 million last year for lax enforcement of anti-money-laundering rules at its New York branch. Some money from the $170 million cyber heist of India s Union Bank of India was transferred through Taiwan s Bank SinoPac. An international crime ring used malware to steal $2.6 million from the ATMs of Taiwan s First Bank. Taiwan was one of the six most targeted countries of the Wannacry ransomware attack earlier this year, according to security company Avast.  Since 2011, 800 people from China and Taiwan have been deported from Cambodia on suspicion of telecoms fraud. Following its U.S. fine, Mega Financial said cleaning up its act is a top priority. U.S. authorities had said the Mega branch had been  indifferent  to the risks associated with transactions involving Panama, a high-risk area for money laundering.  What happened at our New York branch was just terrible,  said Robert Tsai, a senior executive vice president, referring to the fine and ensuing scandal.  Half of our 6,000 clerks have been certified with anti-money laundering training. How each of our branches implements the rules and ensures proper training is the top priority for our business.  To gain international confidence in its anti-money laundering measures, Taiwan will have to demonstrate it is putting the laws into practice. The APG will review Taiwan in 2018.  The visit will focus on how effectively Taiwan will have actually implemented the anti-money laundering rules,  said Liang Hung-lieh, partner of PricewaterhouseCoopers Taiwan.  The APG s on-site review will be new to most of the assessed, including banks, non-bank financial institutions and in particular non-financial institutions such as lawyers, public certified accountants and other professional service providers.  Under the anti-money laundering laws, these financial professionals will be required to report suspicious transactions, including bank transfers exceeding T$500,000 (US$16,500). They will have to determine where the money came from, provide details about the client and report that to Taiwan s newly established Anti-Money Laundering Office. These are similar to regulations that countries that have signed up to global anti-money laundering rules overseen by the Financial Action Task Force (FATF) have adopted. The cost to companies of implementing the new rules may be significant as they put processes, workers and data systems in place.  There s a lot of extra work for them to do now, such as determining the identities of their clients  beneficiaries,  said an official with the Financial Supervisory Commission, the island s financial regulator. He declined to be identified in the absence of permission to speak to the media.  They don t yet know exactly what they have to do, and to what extent, to be considered compliant with the new regulations. They re going to need some time to digest all of these new rules,  he said. The potential costs and increased difficulty of getting transactions done under the new rules worry those in the property market, said Wong Jui-chi, the spokesman for Taiwan s Chinese Association of Real Estate brokers, while emphasizing that his industry intends to fully comply with the regulations.  The property market is already in a bad shape and these new rules will make things worse by making the process of real estate transactions more complicated. More or less everyone in our industry is complaining about it,  he said. "
Al Qaeda warns Myanmar of 'punishment' over Rohingya,"YANGON (Reuters) - Al Qaeda militants have called for support for Myanmar s Rohingya Muslims, who are facing a security crackdown that has sent about 400,000 of them fleeing to Bangladesh, warning that Myanmar would face  punishment  for its  crimes . The exodus of Muslim refugees from Buddhist-majority Myanmar was sparked by a fierce security force response to a series of Rohingya militant attacks on police and army posts in the country s west on Aug. 25. The Islamist group behind the Sept. 11, 2001, attacks on the Untied States issued a statement urging Muslims around the world to support their fellow Muslims in Myanmar with aid, weapons and  military support .  The savage treatment meted out to our Muslim brothers ... shall not pass without punishment,  al Qaeda said in a statement, according to the SITE monitoring group.   The government of Myanmar shall be made to taste what our Muslim brothers have tasted.  Myanmar says its security forces are engaged in a legitimate campaign against  terrorists , whom it blames for attacks on the police and army, and on civilians. The government has warned of bomb attacks in cities, and al Qaeda s call to arms is likely to compound those concerns.  We call upon all mujahid brothers in Bangladesh, India, Pakistan, and the Philippines to set out for Burma to help their Muslim brothers, and to make the necessary preparations   training and the like - to resist this oppression,  the group said.  "
One dead after light aircraft collides on Caernarfon runway,"(Reuters) - British Police said that one person died after a light aircraft collision at Caernarfon Airport in Wales on Thursday. The police said in a Facebook post that the pilot of the aircraft had died after it collided on the runway and caught fire.   A cordon is in place around the site and we are urging the public to remain clear of the area to allow the emergency services to deal with the incident,  Sharon McCairn , Chief Inspector for North Wales Police said. "
Russian military: Syria government troops control 85 percent of Syria - agencies,"MOSCOW (Reuters) - Syrian government forces have to date cleared 85 percent of the country s area from militants, Russian news agencies cited Alexander Lapin, the head of the Russian troops  headquarters in Syria, as saying on Tuesday. Islamic State fighters are still in control of around 27,000 square km of Syria s territory, he said. "
"Charlottesville schools, parents address children's fears after violence","CHARLOTTESVILLE, Va. (Reuters) - When white supremacists began rallying in downtown Charlottesville this weekend, Liz Licht kept the TV off, trying  to shield her three kids from the hate spewed on the streets of this normally quiet college town. But after learning that a 32-year-old woman who joined a counter-protest was killed by a man described as having neo-Nazi sympathies, Licht could no longer keep news of the violence from her nine-year-old son and seven-year-old twins. “Our son went to bed scared that night,” Licht said. “He said he never really knew evil existed until that day.” Licht joined other parents to call on the local school district to help Charlottesville children exposed to the hate and violence, especially as they leave the safe haven of home to start the school year.  “We want to work with them to develop buddy systems to pair them up with someone who is an immigrant or refugee,” Licht, 41, said on Tuesday as she stood near a pile of flowers marking the street where Heather Heyer was killed. “Make it hands-on, not just talking about it.” Charlottesville Public Schools officials said they are preparing specific plans on how to address the issue when students return to classes next week. School leaders are tweaking their plans for the new year and preparing teachers to handle students’ questions about the violence and hate speech, schools Superintendent Rosa Atkins said in an e-mail. “If we miss these steps, we will miss an opportunity for healing and growth,” Atkins said. Saturday’s rally was the latest in a series of demonstrations by white supremacists in Charlottesville in recent months. It deteriorated into street fighting that culminated in Heyer’s killing, allegedly by 20-year-old James Alex Field, who injured 19 other people by crashing his car into a counter-protest.  Psychologists often warn that young children can be traumatized by images of violence and urge parents to limit their exposure to news accounts of events like Saturday’s rally. But given the white nationalist ideology that drove the “Unite the Right” event, experts said parents and schools should talk directly with their children about their beliefs. “This is a really important teaching moment,” said Gail Saltz, a clinical associate professor of psychiatry at the Cornell School of Medicine. Schools in particular could use the incident as a way to teach students to cope with bullying, by stepping up to object to bullies, rather than being passive bystanders. “Any way that one can be helpful always relieves anxiety,” said Saltz. “You might say to a child that in your microcosm of school, it’s really important to make everyone feel respected.” Corey Eicher, 42, stopped with his daughters, aged seven and four, to leave flowers at the memorial for Heyer. He said he had tried to soothe his children’s fears by talking about the police and race. “We showed them that a lot of the police working that day were black, of every color,” Eicher said. “My older daughter is seven, so she kind of understands what is happening.” Lila’s reaction to Saturday’s events was brief: “Scary.” "
Trump slams federal court ruling on funding for 'sanctuary cities',"WASHINGTON (Reuters) - President Donald Trump on Wednesday attacked a federal judge’s ruling that blocked his executive order seeking to withhold funds from “sanctuary cities” for illegal immigrants, vowing to appeal it to the U.S. Supreme Court. Tuesday’s ruling by U.S. District Judge William Orrick in San Francisco was the latest blow to Trump’s efforts to toughen immigration enforcement. Federal courts have also blocked his two travel bans on citizens of mostly Muslim nations.  “First the Ninth Circuit rules against the ban & now it hits again on sanctuary cities-both ridiculous rulings. See you in the Supreme Court!” Trump said in a tweet on Wednesday, referring to the San Francisco-based federal appeals court and its judicial district. The Trump administration has targeted sanctuary cities, which generally offer safe harbor to illegal immigrants and often do not use municipal funds or resources to advance the enforcement of federal immigration laws.  Later on Wednesday, Trump, asked in an interview with the  Washington Examiner if he had considered proposals to break up the 9th Circuit Court, said: “Absolutely, I have.” “There are many people that want to break up the 9th Circuit. It’s outrageous,” he told the newspaper. The latest ruling did not come from the 9th U.S. Circuit Court of Appeals to which Trump was referring. It came from the federal district court in San Francisco.   Critics have said local authorities endanger public safety when they decline to hand over for deportation illegal immigrants arrested for crimes, while supporters argue that enlisting police cooperation to round up immigrants for removal undermines trust in local police, particularly among Latinos. Dozens of local governments and cities, including New York, Los Angeles and Chicago, have joined the “sanctuary” movement. In his ruling, Orrick said Trump’s Jan. 25 order targeted broad categories of federal funding for the sanctuary cities and that plaintiffs challenging it were likely to succeed in proving it unconstitutional. U.S. Attorney General Jeff Sessions blasted Orrick’s ruling, saying Trump’s executive order was “squarely within the powers of the President.” “The Department of Justice cannot accept such a result, and as the President has made clear, we will continue to litigate this case to vindicate the rule of law,” Sessions said in a statement. An appeal is likely to be heard by the 9th Circuit before it goes to the Supreme Court. Republicans view the appeals court as biased toward liberals, and Trump was quick to attack its reputation in his tweets. It “has a terrible record of being overturned (close to 80%). They used to call this “judge shopping!” Messy system,” Trump said.  The appeals court raised Trump’s ire earlier this year when it upheld a Seattle judge’s decision to block the Republican president’s first travel ban on citizens of seven predominantly Muslim nations. In May, the 9th Circuit will hear an appeal of a Hawaii judge’s order blocking Trump’s revised travel ban, which placed restrictions on citizens from six mostly Muslim countries. A Maryland judge also blocked portions of the second ban. Trump has issued sweeping condemnations of courts and judges when they have ruled against him or his administration. In February, he called the federal judge in Seattle who ruled against his first travel ban a “so-called judge.” During the 2016 presidential campaign, Trump accused an Indiana-born judge overseeing lawsuits against the defunct Trump University of bias based on his Mexican ancestry.     "
"PM May's deputy to keep job after pornography claims, ITV says","LONDON (Reuters) - Prime Minister Theresa May s senior minister will not have to resign over claims that police found pornography on a work computer and that he made an inappropriate sexual advance against a young woman, ITV political editor Robert Peston said on Monday. First Secretary of State Damian Green will be told on Wednesday that the Cabinet Office and the prime minister will inform him that he can keep his job, Peston said on his Facebook page. May s office declined to comment on the report. Peston said no other women came forward to present evidence against Green and that police testimony does not prove he watched the porn on the parliamentary computer. Two retired police officers alleged the pornography was discovered on Green s computer by officers during an inquiry into government leaks in 2008. Earlier on Monday, a spokesman for the prime minister said there are procedures to go through in the investigation and once they are complete the government will publish the findings.  Green, who is a close ally of May, has denied the allegations. If Green is cleared it would be a boost to the prime minister after she lost two ministers last month: one was forced to quit in a sexual harassment scandal and another over undisclosed meetings with Israeli officials. "
